% training data,% validation data,val_loss,val_accuracy
0.1,0.9,0.2566744089126587,0.8960185050964355
0.2,0.8,0.1641618311405182,0.9316666722297668
0.30000000000000004,0.7,0.06340242922306061,0.9747619032859802
0.4,0.6,0.0639636293053627,0.9755555391311646
0.5,0.5,0.056321121752262115,0.9771666526794434
0.6,0.4,0.03979772701859474,0.98458331823349
0.7000000000000001,0.29999999999999993,0.06009816750884056,0.976382315158844
0.8,0.19999999999999996,0.0647927075624466,0.9762400984764099
0.9,0.09999999999999998,0.10333108901977539,0.9666388630867004
