# Experiment: L1 Regularization Parameter Sweep
# Batch Size: 200
# Epochs: 150
# -------------------------------------------

# Results with lambda equal to 1e-05

accuracy,loss,val_accuracy,val_loss
0.3956249952316284,1.0737812519073486,0.4269999861717224,1.05330491065979
0.4593749940395355,1.014460563659668,0.4855000078678131,0.9847895503044128
0.5180000066757202,0.9478622674942017,0.5375000238418579,0.9234742522239685
0.5671250224113464,0.8869218826293945,0.578000009059906,0.86109858751297
0.6138749718666077,0.8224490880966187,0.6355000138282776,0.7915616631507874
0.6570000052452087,0.7569725513458252,0.6779999732971191,0.7231597304344177
0.6865000128746033,0.6970592737197876,0.7124999761581421,0.6688967347145081
0.7172499895095825,0.6504243016242981,0.7505000233650208,0.6250598430633545
0.7568749785423279,0.6112509965896606,0.7870000004768372,0.5780820250511169
0.7932500243186951,0.5660324096679688,0.8355000019073486,0.5171653628349304
0.8272500038146973,0.5118192434310913,0.8705000281333923,0.44903481006622314
0.8575000166893005,0.44738513231277466,0.8884999752044678,0.39030948281288147
0.8675000071525574,0.3979167640209198,0.9024999737739563,0.3416501581668854
0.8846250176429749,0.35750168561935425,0.9104999899864197,0.3028235137462616
0.9002500176429749,0.3213084638118744,0.9204999804496765,0.2700267434120178
0.9070000052452087,0.2944580912590027,0.9259999990463257,0.24403180181980133
0.9128749966621399,0.27044790983200073,0.9294999837875366,0.22342082858085632
0.9227499961853027,0.24740229547023773,0.9334999918937683,0.20566502213478088
0.9241250157356262,0.23704063892364502,0.9340000152587891,0.19295938313007355
0.9318749904632568,0.21542100608348846,0.9394999742507935,0.18024173378944397
0.9317499995231628,0.210572749376297,0.9415000081062317,0.16987116634845734
0.9338750243186951,0.20080171525478363,0.9455000162124634,0.1611870527267456
0.9387500286102295,0.18851688504219055,0.9455000162124634,0.15423423051834106
0.9396250247955322,0.17746451497077942,0.9490000009536743,0.1500510424375534
0.9443749785423279,0.17211046814918518,0.9514999985694885,0.1435178816318512
0.9436249732971191,0.16921363770961761,0.9505000114440918,0.13869622349739075
0.9473749995231628,0.15537182986736298,0.953499972820282,0.1339486688375473
0.9518749713897705,0.15118566155433655,0.9555000066757202,0.13018165528774261
0.9551249742507935,0.1436147391796112,0.9564999938011169,0.12740382552146912
0.9537500143051147,0.14133857190608978,0.9570000171661377,0.12225852906703949
0.9577500224113464,0.13542219996452332,0.9589999914169312,0.119380421936512
0.9589999914169312,0.133422389626503,0.9599999785423279,0.11699244379997253
0.9598749876022339,0.12711121141910553,0.9610000252723694,0.11516506224870682
0.9589999914169312,0.1273861825466156,0.9614999890327454,0.11191871762275696
0.9612500071525574,0.12445326894521713,0.9635000228881836,0.11000418663024902
0.9616249799728394,0.12290944159030914,0.9635000228881836,0.1082175001502037
0.9620000123977661,0.12074042111635208,0.9629999995231628,0.1066342145204544
0.9629999995231628,0.11248815804719925,0.9660000205039978,0.10550982505083084
0.9648749828338623,0.11089719831943512,0.9645000100135803,0.10442675650119781
0.9646250009536743,0.11055149883031845,0.9649999737739563,0.10308641195297241
0.9667500257492065,0.1104104295372963,0.9645000100135803,0.1025838777422905
0.9643750190734863,0.10420343279838562,0.9660000205039978,0.10160162299871445
0.968375027179718,0.09850026667118073,0.9660000205039978,0.10044383257627487
0.9676250219345093,0.09970435500144958,0.9664999842643738,0.0991295650601387
0.9697499871253967,0.09507966041564941,0.968500018119812,0.09847716987133026
0.9697499871253967,0.0973856970667839,0.968999981880188,0.09850633144378662
0.9696249961853027,0.09413275867700577,0.968500018119812,0.0962173193693161
0.968874990940094,0.09573434293270111,0.968500018119812,0.09549637883901596
0.9721249938011169,0.08895080536603928,0.968999981880188,0.09585597366094589
0.972000002861023,0.09219091385602951,0.968500018119812,0.09423898160457611
0.9723749756813049,0.08891415596008301,0.9674999713897705,0.09242713451385498
0.9735000133514404,0.08729347586631775,0.9674999713897705,0.09237048029899597
0.9707499742507935,0.09025286138057709,0.9674999713897705,0.09125780314207077
0.9721249938011169,0.08599559962749481,0.9679999947547913,0.09054913371801376
0.9723749756813049,0.08595723658800125,0.9679999947547913,0.09092399477958679
0.9746249914169312,0.08517681062221527,0.9700000286102295,0.08944644778966904
0.9751250147819519,0.08246766775846481,0.9695000052452087,0.09013964980840683
0.9733750224113464,0.08079640567302704,0.968999981880188,0.08885683864355087
0.9761250019073486,0.07948330044746399,0.9700000286102295,0.08794847875833511
0.9756249785423279,0.07993251085281372,0.9700000286102295,0.08854304254055023
0.9725000262260437,0.0808400884270668,0.9700000286102295,0.0874767154455185
0.9754999876022339,0.07708987593650818,0.9700000286102295,0.08723791688680649
0.9748749732971191,0.0791626125574112,0.9714999794960022,0.08639403432607651
0.9742500185966492,0.07659304887056351,0.9704999923706055,0.08621619641780853
0.9752500057220459,0.07656650245189667,0.9700000286102295,0.08526575565338135
0.9751250147819519,0.0777709111571312,0.9695000052452087,0.08501572906970978
0.9783750176429749,0.07004379481077194,0.9714999794960022,0.08484651148319244
0.9776250123977661,0.07370496541261673,0.9725000262260437,0.08370422571897507
0.9776250123977661,0.07173027098178864,0.9710000157356262,0.08371139317750931
0.9786249995231628,0.07173054665327072,0.9729999899864197,0.08325725048780441
0.9791250228881836,0.07140810787677765,0.9725000262260437,0.0829174667596817
0.9787499904632568,0.06943458318710327,0.9710000157356262,0.08252282440662384
0.9786249995231628,0.06862436234951019,0.9700000286102295,0.08267351239919662
0.9783750176429749,0.06893626600503922,0.972000002861023,0.08206609636545181
